
Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,MhcHeadCollapse,AI_VECTOR_CORE,47,88,4.600,1789185298683943.900	,1789185298683948.500	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,89,4.500,1789185298683964.460	,1789185298683968.960	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,90,4.460,1789185298683989.260	,1789185298683993.720	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,91,4.520,1789185298684012.240	,1789185298684016.760	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,92,4.540,1789185298684032.220	,1789185298684036.760	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,93,4.580,1789185298684051.600	,1789185298684056.180	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,94,4.480,1789185298684070.640	,1789185298684075.120	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,95,4.480,1789185298684089.880	,1789185298684094.360	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,96,4.520,1789185298684109.580	,1789185298684114.100	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,97,5.020,1789185298684128.800	,1789185298684133.820	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,98,4.640,1789185298684152.480	,1789185298684157.120	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,99,4.500,1789185298684176.840	,1789185298684181.340	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,100,4.460,1789185298684200.900	,1789185298684205.360	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,101,4.520,1789185298684224.680	,1789185298684229.200	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,102,4.540,1789185298684250.700	,1789185298684255.240	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,103,4.620,1789185298684274.520	,1789185298684279.140	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,104,4.480,1789185298684296.000	,1789185298684300.480	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,105,4.460,1789185298684315.780	,1789185298684320.240	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,106,4.520,1789185298684335.000	,1789185298684339.520	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,107,4.520,1789185298684357.180	,1789185298684361.700	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,108,4.580,1789185298684376.140	,1789185298684380.720	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,109,4.480,1789185298684395.280	,1789185298684399.760	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,110,4.460,1789185298684414.520	,1789185298684418.980	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,111,4.520,1789185298684433.780	,1789185298684438.300	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,112,4.540,1789185298684455.920	,1789185298684460.460	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,113,4.640,1789185298684474.960	,1789185298684479.600	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,114,4.480,1789185298684494.200	,1789185298684498.680	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,115,4.480,1789185298684516.400	,1789185298684520.880	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,116,4.500,1789185298684535.500	,1789185298684540.000	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,117,4.540,1789185298684554.740	,1789185298684559.280	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,118,4.620,1789185298684573.960	,1789185298684578.580	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,119,4.460,1789185298684597.660	,1789185298684602.120	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,120,4.460,1789185298684621.640	,1789185298684626.100	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,121,4.520,1789185298684641.180	,1789185298684645.700	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,122,4.560,1789185298684662.660	,1789185298684667.220	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,123,4.640,1789185298684681.800	,1789185298684686.440	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,124,4.640,1789185298684701.040	,1789185298684705.680	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,125,4.480,1789185298684720.980	,1789185298684725.460	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,126,4.520,1789185298684744.180	,1789185298684748.700	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,127,5.020,1789185298684763.280	,1789185298684768.300	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,128,4.640,1789185298684782.080	,1789185298684786.720	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,129,4.460,1789185298684801.420	,1789185298684805.880	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,130,4.460,1789185298684820.500	,1789185298684824.960	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,131,4.520,1789185298684839.740	,1789185298684844.260	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,132,4.520,1789185298684865.620	,1789185298684870.140	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,133,4.640,1789185298684889.140	,1789185298684893.780	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,134,4.480,1789185298684908.380	,1789185298684912.860	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,135,4.500,1789185298684927.540	,1789185298684932.040	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,136,4.500,1789185298684951.140	,1789185298684955.640	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,137,5.000,1789185298684972.080	,1789185298684977.080	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,138,4.640,1789185298684992.180	,1789185298684996.820	
