Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,MhcHeadCollapse,AI_VECTOR_CORE,225,2182.783,8.701,9.701,21.68,100
