Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,223,3,0.020,1789379624197711.588	,1789379624197711.608	
0,MhcHeadCollapse,AI_VECTOR_CORE,221,0,19.140,1789379624221970.073	,1789379624221989.213	
0,N/A,PROFILING_DISABLE,223,4,0.000,1789379624225725.428	,1789379624225725.428	
