Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,4294967295,10,188,MhcHeadCollapse,MhcHeadCollapse,dynamic,AI_VECTOR_CORE,1789389240921634.784	,9.280,0.110000,20,0,NO,"""1,32,1024;8,1024;8;8""",FLOAT16;FLOAT;FLOAT;FLOAT,ND;ND;ND;ND,"""1,32,128""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.228,238528,1.768,0.245,4.703,0.651,1.1,0.152,0.214,0.03,0.0,0.000
0,4294967295,11,188,MhcHeadCollapse,MhcHeadCollapse,dynamic,AI_VECTOR_CORE,1789389240921644.084	,9.341,0.000000,20,0,NO,"""1,32,1024;8,1024;8;8""",FLOAT16;FLOAT;FLOAT;FLOAT,ND;ND;ND;ND,"""1,32,128""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.033,232090,1.768,0.251,4.774,0.679,0.848,0.121,0.198,0.028,0.0,0.000
0,4294967295,12,188,MhcHeadCollapse,MhcHeadCollapse,dynamic,AI_VECTOR_CORE,1789389240921653.445	,9.300,0.159000,20,0,NO,"""1,32,1024;8,1024;8;8""",FLOAT16;FLOAT;FLOAT;FLOAT,ND;ND;ND;ND,"""1,32,128""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.158,236206,1.768,0.247,4.665,0.652,1.073,0.15,0.215,0.03,0.0,0.000
0,4294967295,13,188,MhcHeadCollapse,MhcHeadCollapse,dynamic,AI_VECTOR_CORE,1789389240921662.765	,9.480,0.000000,20,0,NO,"""1,32,1024;8,1024;8;8""",FLOAT16;FLOAT;FLOAT;FLOAT,ND;ND;ND;ND,"""1,32,128""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.085,233799,1.768,0.25,4.81,0.679,0.865,0.122,0.197,0.028,0.0,0.000
0,4294967295,14,188,MhcHeadCollapse,MhcHeadCollapse,dynamic,AI_VECTOR_CORE,1789389240921672.265	,9.620,0.020000,20,0,NO,"""1,32,1024;8,1024;8;8""",FLOAT16;FLOAT;FLOAT;FLOAT,ND;ND;ND;ND,"""1,32,128""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.429,245169,1.768,0.238,4.858,0.654,1.146,0.154,0.214,0.029,0.0,0.000
0,4294967295,15,188,MhcHeadCollapse,MhcHeadCollapse,dynamic,AI_VECTOR_CORE,1789389240921681.905	,9.620,0.130000,20,0,NO,"""1,32,1024;8,1024;8;8""",FLOAT16;FLOAT;FLOAT;FLOAT,ND;ND;ND;ND,"""1,32,128""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.197,237508,1.768,0.246,4.864,0.676,0.923,0.128,0.197,0.027,0.0,0.000
0,4294967295,16,188,MhcHeadCollapse,MhcHeadCollapse,dynamic,AI_VECTOR_CORE,1789389240921691.545	,9.761,0.000000,20,0,NO,"""1,32,1024;8,1024;8;8""",FLOAT16;FLOAT;FLOAT;FLOAT,ND;ND;ND;ND,"""1,32,128""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.301,240937,1.768,0.242,4.74,0.649,1.147,0.157,0.214,0.029,0.0,0.000
0,4294967295,17,188,MhcHeadCollapse,MhcHeadCollapse,dynamic,AI_VECTOR_CORE,1789389240921701.346	,8.980,0.000000,20,0,NO,"""1,32,1024;8,1024;8;8""",FLOAT16;FLOAT;FLOAT;FLOAT,ND;ND;ND;ND,"""1,32,128""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.277,240129,1.768,0.243,5.239,0.72,0.628,0.086,0.197,0.027,0.0,0.000
0,4294967295,18,188,MhcHeadCollapse,MhcHeadCollapse,dynamic,AI_VECTOR_CORE,1789389240921710.346	,9.480,0.020000,20,0,NO,"""1,32,1024;8,1024;8;8""",FLOAT16;FLOAT;FLOAT;FLOAT,ND;ND;ND;ND,"""1,32,128""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.156,236136,1.768,0.247,4.675,0.653,1.053,0.147,0.216,0.03,0.0,0.000
0,4294967295,19,188,MhcHeadCollapse,MhcHeadCollapse,dynamic,AI_VECTOR_CORE,1789389240921719.846	,9.440,0.020000,20,0,NO,"""1,32,1024;8,1024;8;8""",FLOAT16;FLOAT;FLOAT;FLOAT,ND;ND;ND;ND,"""1,32,128""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.056,232846,1.768,0.251,4.835,0.685,0.811,0.115,0.197,0.028,0.0,0.000
